#Feeder,Feeder ID,Type,Nozzle,X,Y,Angle,Footprint,Value,Pick height,Pick delay,Placement height,Placement delay,Vacuum detection,Vacuum value,Vision alignment,Speed,
stack,1,0,12,410.95,85.97,0.00,0402,2k2,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,2,0,12,411.17,99.97,0.00,0402,1k5,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,3,0,12,411.47,114.01,0.00,0402,1k0,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,4,0,12,410.45,127.72,0.00,0402,470R0,2.10,0,3.10,0,No,0,1,100,2,60,30,No,No,-40,-40,-40,-40,
stack,5,0,12,411.03,141.61,0.00,0402,1uF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,6,0,12,411.18,154.92,0.00,0402,33R0,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,7,0,12,411.12,168.82,0.00,0402,0.1uF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,8,0,12,411.90,247.46,0.00,0402,10k0,2.10,0,3.10,0,No,0,1,100,2,60,30,No,No,-40,-40,-40,-40,
stack,9,0,12,411.12,261.29,0.00,0402,10uF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,10,0,12,411.07,275.31,0.00,0402,12pF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,11,0,12,411.40,288.84,0.00,0402,18pF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,12,0,12,411.12,302.20,0.00,0402,22uF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,13,0,12,411.11,315.70,0.00,0402,24pF,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,14,0,12,411.26,329.50,0.00,0402,27R0,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,15,0,12,411.80,342.86,0.00,0402,15k0,2.10,0,3.10,0,No,0,1,100,2,50,30,No,No,-40,-40,-40,-40,
stack,16,0,12,411.07,356.58,0.00,0402,30k0,2.10,0,3.10,0,No,0,1,100,2,60,30,No,No,-40,-40,-40,-40,
stack,20,0,12,23.45,26.54,0.00,0402,2.2uF,2.10,0,3.10,0,No,0,1,100,2,60,30,No,No,-40,-40,-40,-40,
stack,21,0,12,22.86,40.06,0.00,0402,6k49,2.10,0,3.10,0,No,0,1,100,2,60,30,No,No,-40,-40,-40,-40,
